year,genre,title,movieRating,avg_vote
2005,"Comedy, Drama, Family",Vaah! Life Ho Toh Aisi!,okay,4.4
2005,"Comedy, Drama, Romance",Saedeu mubi,good,7.3
2005,"Action, Drama, Fantasy",Shinobi,good,6.9
2005,"Action, Comedy",Super,okay,5.0
2005,Action,Tae-poong,okay,5.8
2005,"Action, Drama",Thirupaachi,okay,5.8
2005,"Drama, Romance",Tokyo Tower,good,6.2
2005,"Comedy, Drama, War",Welkkeom tu Dongmakgol,good,7.7
2005,Family,Inu no eiga,good,6.9
2005,"Comedy, Drama",Odgrobadogroba,good,6.9
2005,Comedy,Aupa Etxebeste!,good,6.2
2005,"Comedy, Crime, Drama",Bluffmaster!,good,6.6
2005,"Comedy, Family, Romance",Meet Me in Miami,good,6.9
2005,"Drama, Family",Babam ve Oglum,good,8.3
2005,"Comedy, Crime",Czas surferów,,6.0
2005,"Action, Comedy, Romance",Maja,okay,5.2
2005,"Comedy, Drama, Family",Ramji Londonwaley,good,6.7
2005,"Biography, Drama, Music",Skazany na bluesa,good,7.0
2005,Drama,Urlaub vom Leben,good,7.1
2005,Drama,Diário de Um Novo Mundo,good,6.2
2005,"Drama, Romance, Thriller",Aashiq Banaya Aapne: Love Takes Over,okay,4.2
2005,Romance,Allari Bullodu,bad,2.9
2005,"Drama, Fantasy",À travers la forêt,good,6.6
2005,"Comedy, Drama",The Cabin Movie,okay,4.7
2005,"Horror, Thriller",Fu-Rai,okay,5.1
2005,"Comedy, Drama",El-sefara fi El-Omara,good,6.3
2005,"Drama, Romance",Café Transit,good,7.3
2005,Drama,Dame sobh,good,7.0
2005,Drama,Hong yan,good,6.9
2005,"Action, Crime, Drama",Sehar,good,7.8
2005,Drama,Sommer vorm Balkon,good,6.9
2005,Drama,Sud express,good,6.8
2005,"Comedy, Drama, Sci-Fi",Tung mung kei yun,good,6.7
2005,"Comedy, Drama",Viva Cuba,good,6.9
2005,Drama,Kinetta,okay,4.8
2005,Drama,Masahista,,6.0
2005,"Action, Crime, Thriller",Saat po long,good,7.0
2005,Drama,Sa-kwa,good,6.4
2005,"Comedy, Drama, Fantasy",Takeshis',good,6.4
2005,Drama,Jestem,good,7.3
2005,"Action, Adventure, Fantasy",King of the Lost World,bad,2.4
2005,"Drama, Romance",A New Day in Old Sana'a,good,6.2
2005,"Drama, Romance",Sex o phalsapheh,okay,5.3
2005,Comedy,Shades of Gray,,6.0
2005,Horror,Snakewoman,okay,3.2
2005,Thriller,Hidden,okay,4.1
2005,Drama,Crime Delicado,good,6.1
2005,"Music, Romance",Maroa,good,6.5
2005,"Drama, Romance",Itsuka dokusho suruhi,good,6.9
2005,"Action, Crime",Tse bing,okay,5.3
2005,"Drama, Horror, Thriller",Bad Reputation,okay,4.2
2005,"Fantasy, Horror, Mystery",The Call of Cthulhu,good,7.2
2005,Drama,Karov La Bayit,good,6.9
2005,"Biography, Drama, Family",The Goal,okay,4.7
2005,"Crime, Drama",Rastegari dar 8:20,okay,4.9
2005,Drama,El taxista ful,good,6.8
2005,Thriller,Masz na imie Justine,good,6.4
2005,"Biography, Drama, Romance","Pare osób, maly czas",good,6.7
2005,"Crime, Drama",Rozdroze Cafe,good,6.3
2005,Comedy,Potera za Srec(k)om,okay,5.8
2005,Drama,Ang pagdadalaga ni Maximo Oliveros,good,7.1
2005,Drama,"Annyeong, hyeonga",good,6.8
2005,"Action, Comedy, Crime",Gamunui wigi: Gamunui yeonggwang 2,okay,5.9
2005,Comedy,Mapado,,6.0
2005,Comedy,Mi-seu-teo joo-boo-kwi-jeu-wang,good,6.1
2005,Drama,Naesaengae gajang areumdawun iljuil,good,6.8
2005,"Drama, Romance",Neoneun nae unmyeong,good,7.0
2005,Horror,Cutting Room!,okay,4.3
2005,"Drama, Romance",Dunia,okay,5.9
2005,Drama,Komornik,good,7.0
2005,"Comedy, Drama, Mystery",Open Cam,okay,4.6
2005,Drama,Parnikovyy effekt,good,6.5
2005,Drama,La Sagrada Familia,good,6.3
2005,"Adventure, Comedy, Family",Mein Name ist Eugen,good,6.9
2005,Action,Geochilmaru,okay,5.7
2005,"Drama, Romance",Kochankowie z Marony,okay,5.7
2005,"Action, Adventure, Drama",Gaseirneba Karabaghshi,good,7.9
2005,Drama,Oda do radosci,good,6.6
2005,Horror,Die Zombiejäger,bad,2.5
2005,Comedy,Natale a Miami,okay,3.9
2005,Drama,Mai + come prima,good,6.1
2005,Comedy,Shoshelet Schwartz,good,7.0
2005,Horror,The Retreat,bad,2.8
2005,"Drama, Romance",Sarangni,okay,5.5
2005,"Drama, Music",Yamim Shel Ahava,bad,2.7
2005,"Comedy, Fantasy, Horror",Doll Graveyard,okay,4.1
2005,Comedy,For Catherine,okay,3.3
2005,"Action, Comedy",Rajamanikyam,good,7.7
2005,Drama,Thanmathra,good,8.3
2005,"Action, Thriller",The Tiger,good,6.6
2005,Drama,Il vento fa il suo giro,good,7.4
2005,"Comedy, Drama",Padre Nuestro,good,6.3
2005,Drama,"Kheili dour, kheili nazdik",good,7.5
2005,"Drama, Romance",Pheuan sanit,good,7.9
2005,Horror,Gwai muk,okay,5.7
2005,"Drama, Romance",Tsoi suet yuk chi ngo oi nei,okay,5.9
2005,Action,Sree,okay,5.4
2005,"Drama, Family, Romance",Türev,good,6.5
2005,Comedy,L'iceberg,good,6.7
2005,Comedy,Döngel kârhanesi,okay,5.6
2005,"Comedy, Music",I horodia tou Haritona,good,6.7
2005,"Adventure, Family, Romance","Percy, Buffalo Bill och jag",okay,5.5
2005,"Action, Comedy",The GoodTimesKid,good,6.5
2005,Drama,Zan-e ziadi,okay,5.4
2005,Drama,Masterclass,good,7.0
2005,"Animation, Action, Adventu",Gekijô-ban hagane no renkinjutsushi: Shanbara wo yu,good,7.4
2005,"Comedy, Drama, Romance","Main, Meri Patni... Aur Woh!",good,7.3
2005,"Comedy, Romance",Yasuwa minyeo,good,6.6
2005,Drama,Apocalipsur,good,6.9
2005,"Comedy, Drama",El colombian dream,good,6.8
2005,Drama,A Life in Suitcases,good,6.1
2005,Horror,Lie Still,okay,4.3
2005,Drama,Molly's Way,good,6.3
2005,"Comedy, Crime",Maskeli Besler: Intikam Pesinde,okay,4.2
2005,Drama,Sen ne dilersen,good,6.4
2005,Horror,The Vampire Conspiracy,okay,3.0
2005,"Drama, Romance",Shaere zobale-ha,okay,5.6
2005,"Drama, Fantasy, Horror",Anandabhadram,good,7.1
2005,Comedy,"Egy szoknya, egy nadrág",okay,3.2
2005,"Action, Drama",O Crime do Padre Amaro,okay,5.3
2005,"Horror, Sci-Fi",Day X,okay,3.5
2005,Fantasy,Dreamer,good,7.1
2005,Comedy,"Qiuqiu ni, biaoyang wo",good,6.5
2005,Romance,"Sonyeon, Cheonguk-e gada",good,6.5
2005,Horror,Zu zhou,okay,5.0
2005,"Crime, Drama, Mystery",Orora gongju,good,6.6
2005,"Drama, Romance",Parang-juuibo,good,7.2
2005,Drama,Ein ganz gewöhnlicher Jude,good,7.0
2005,Drama,Gerumaniumu no yoru,good,6.4
2005,Horror,Umezu Kazuo: Kyôfu gekijô - Mushi-tachi no ie,okay,5.4
2005,Horror,Umezu Kazuo: Kyôfu gekijô - Purezento,okay,4.9
2005,Horror,Rap nawng sayawng khwan,okay,5.3
2005,"Action, Comedy, Fantasy",Seua khaap daap,okay,4.5
2005,"Comedy, Romance",Gwangshiki dongsaeng gwangtae,good,6.7
2005,"Action, Crime",Miseuteo Sokeurateseu,good,6.3
2005,"Action, Adventure, History",Muyeong geom,good,6.5
2005,Drama,Garpastum,good,6.5
2005,Animation,Hanuman,good,7.3
2005,"Comedy, Drama, Romance",Koi Aap Sa: But Lovers Have to Be Friends,okay,5.4
2005,"Comedy, Drama",Stockholm Boogie,good,6.3
2005,"Drama, Family",Always san-chôme no yûhi,good,7.7
2005,"Action, Crime, Drama",Circadian Rhythm,bad,1.9
2005,"Action, Adventure, Crime",Dangerous Men,okay,4.4
2005,"Crime, Drama",Hak bak jin cheung,good,6.5
2005,"Horror, Thriller",Strange Aeons: The Thing on the Doorstep,okay,4.9
2005,Comedy,Jeuk sing 2 gi ji mor tin hau,okay,5.5
2005,"Drama, Romance, Sport",Tatchi,good,6.2
2005,Comedy,Pitbullterje,okay,5.7
2005,Horror,Umezu Kazuo: Kyôfu gekijô - Zesshoku,okay,5.0
2005,"Comedy, Drama",Ching yi ngor sum gi,good,6.1
2005,Drama,Shissô,good,7.0
2005,"Comedy, Crime, Mystery",Yôgisha: Muroi Shinji,okay,4.7
2005,Drama,Hayat,good,7.1
2005,"Horror, Mystery",Haze,good,6.6
2005,Horror,In Memorium,okay,4.7
2005,Drama,Om Sara,,6.0
2005,Drama,Piteopaeneui gongshik,good,6.6
2005,"Drama, Romance",Aein,okay,5.9
2005,"Comedy, Romance",Jakeob-ui jeongseok,,6.0
2005,"Comedy, Drama",Naui gyeolhon wonjeonggi,good,6.5
2005,"Drama, Horror, Mystery",Kimyô na sâkasu,good,7.0
2005,"Drama, History",Wang-ui namja,good,7.4
2005,Drama,A Concepção,okay,5.5
2005,Drama,Eu Me Lembro,good,6.1
2005,"Comedy, Family, Fantasy",Andel páne,good,6.9
2005,Comedy,Ti amo in tutte le lingue del mondo,okay,5.8
2005,"Horror, Thriller",Andrea,okay,4.4
2005,"Comedy, Drama",Sinus,okay,5.3
2005,Drama,Liebeskind,okay,5.7
2005,"Animation, Comedy, Family",Pettson & Findus - Tomtemaskinen,good,6.3
2005,Horror,Purei,okay,5.2
2005,"Comedy, Thriller",Hababam Sinifi Üç Buçuk,bad,2.8
2005,Drama,Agrypnia,good,6.3
2005,Drama,Ichi ritoru no namida,good,7.9
2005,"Drama, Sci-Fi",The Zero Years,good,6.4
2005,"Comedy, Drama, Romance",Rainbow boy... Rung tua thii paet khawng khwaam rak,okay,5.5
2005,"Action, Crime, Drama",Sum muepuen,okay,5.2
2005,Drama,Yuki ni negau koto,good,6.8
2005,Drama,Mun mot mun,good,6.1
2005,"Animation, Family, Sci-Fi",Xuxinha e Guto Contra os Monstros do Espaço,bad,1.6
2005,"Musical, War",Bosta,good,6.5
2005,Drama,Guerilla Marketing,good,7.1
2005,Action,Sandai Kozhi,good,6.9
2005,Drama,4:30,good,6.6
2005,"Comedy, Drama, Romance","Mi abuelo, mi papá y yo",good,6.1
2005,"Drama, Horror, Mystery",Ido,okay,4.6
2005,"Animation, Adventure, Dram",Arashi no yoru ni,good,7.0
2005,"Comedy, Sci-Fi",Samâ taimu mashin burûsu,good,7.2
2005,"Drama, Romance",Gol-e yakh,okay,4.0
2005,"Action, Crime, Drama",Kalyug,good,6.5
2005,Drama,Yongseobadji mothan ja,good,6.8
2005,Drama,Barrio Cuba,good,6.2
2005,"Fantasy, Horror, Mystery",Long khong,okay,5.9
2005,Drama,Ninas resa,good,6.7
2005,Comedy,Loufa kai parallagi: Seirines sto Aigaio,okay,5.5
2005,"Drama, Mystery, Thriller",Yamim Kfuim,good,6.9
2005,Horror,Mexican Werewolf in Texas,bad,2.9
2005,Drama,Wo men lia,good,7.3
2005,"Drama, Mystery, Sci-Fi",Nuit noire,good,6.6
2005,"Horror, Thriller",Bûsu,good,6.6
2005,"Comedy, Romance",Harim Karim,okay,4.3
2005,Thriller,Posledniy uik-end,good,6.4
2005,"Action, Adventure, Drama",Tainos,okay,5.4
2005,"Drama, Fantasy, Romance",Ren yu duo duo,okay,5.8
2005,Drama,Thavamai Thavamiruntu,good,7.8
2005,"Adventure, Comedy, Drama",?,okay,5.3
2005,"Drama, Romance",Innocent,okay,5.6
2005,Drama,Ne khlebom edinym,good,6.6
2005,Comedy,Ssunday Seoul,okay,5.7
2005,Drama,Amnesia: The James Brighton Enigma,good,6.2
2005,"Comedy, Musical",Maxx,good,6.1
2005,"Drama, Romance",Su-ki-da,good,7.0
2005,Drama,Un día sin sexo,okay,4.9
2005,"History, War",Vilniaus getas,good,6.8
2005,Horror,Hu gu po,bad,1.4
2005,"Animation, Adventure, Come",Gekijô-ban Naruto: Daigekitotsu! Maboroshi no chite,good,6.6
2005,"Drama, Thriller",Zulo,okay,4.7
2005,Drama,Grodmin,bad,2.1
2005,"Crime, Drama",Hazard,good,6.9
2005,Action,Bhadra,good,6.7
2005,Drama,Sangue: La morte non esiste,good,6.8
2005,"Animation, Adventure, Dram",Air,good,6.9
2005,Horror,Kaidan Shin Mimibukuro: Yûrei manshon,good,6.2
2005,"Comedy, Romance",Kanda Naal Mudhal,good,7.2
2005,Comedy,Tapete Vermelho,good,7.0
2005,"Action, Comedy, Horror",To kako,okay,5.5
2005,Comedy,Dondurmam Gaymak,good,6.6
2005,"Drama, Horror, Mystery",Resurrection Mary,okay,3.4
2005,"Comedy, Drama, Romance",Ithikon akmaiotaton,okay,3.6
2005,"Action, Horror, Sci-Fi",Meatball Machine,okay,5.7
2005,"Comedy, Drama",L'educazione sentimentale di Eugénie,okay,4.2
2005,"Action, Fantasy, Sci-Fi",Saishû heiki kanojo,okay,4.7
2005,"Comedy, Romance",Zaky Chan,good,6.5
2005,"Fantasy, Romance",Tenshi,good,6.2
2005,"Comedy, Crime, Drama",Koara kachô,okay,5.9
2005,Drama,Uttarayan,good,7.1
2005,"Drama, Thriller",Dombivli Fast,good,8.1
2005,"Comedy, Drama",Quarta B,good,6.1
2005,"Comedy, Drama",I gynaika einai... skliros anthropos,okay,4.9
2005,Comedy,Midioda matarebeli,good,6.3
2005,"Action, Drama",Chatrapathi,good,7.6
2005,"Comedy, Family, Fantasy",The Lost Princess,bad,2.2
2005,"History, War",Tai Hang shan shang,okay,5.3
2005,"Comedy, Drama",I kardia tou ktinous,good,6.3
2005,Comedy,Rama Shama Bhama,good,7.7
2005,"Animation, Action, Adventu",Gekijouban Poketto monsutâ Adobansu jenerêshon: Myu,good,6.9
2005,"Drama, Romance",Mahiha ashegh mishavand,good,6.9
2005,Comedy,Sex mashin: Hiwai na kisetsu,okay,5.4
2005,Drama,Enjo-kôsai monogatari: shitagaru onna-tachi,okay,5.3
2005,"Action, Drama",Athanokkade,good,6.7
2005,"Animation, Family","Loranga, Masarin & Dartanjang",good,6.7
2005,Action,Political Rowdy,okay,5.2
2005,Action,Veerabhadra,bad,2.6
2005,"Horror, Mystery, Thriller",Noroi,good,7.0
2005,"Action, Drama",Andhrudu,good,6.5
2005,"Action, Drama",Sukran,okay,3.2
2005,"Action, Drama, Romance",Allari Pidugu,bad,2.7
2005,Romance,Vennela,good,7.0
2005,Drama,Don de Dios,okay,4.2
2005,Comedy,Kay Dyache Bola,good,7.1
2005,Comedy,Tsiou...,good,6.9
2005,Comedy,Koi wa go-shichi-go!,bad,1.9
2005,Horror,Zoo,good,6.9
2005,"Animation, Action, Adventu",One piece: Omatsuri danshaku to himitsu no shima,good,7.2
2005,"Crime, Drama, Thriller",Aksharaya,okay,5.4
2005,"Drama, Romance",Tan Lines,okay,5.3
2005,Comedy,Catatan Akhir Sekolah,good,7.3
2005,"Adventure, Comedy, Drama",Pak Pak Pakaak,good,7.3
2005,"Action, Comedy, Fantasy",Nochnoy bazar,okay,4.3
2005,"Drama, Horror, Thriller",Kannô byôtô: nureta akai kuchibiru,okay,4.8
2005,Drama,Aqvariom,okay,3.5
2005,"Animation, Action, Adventu",Meitantei Conan: Suiheisenjyou no sutorateeji,good,7.1
2005,"Action, Adventure, Comedy",Yi shi er niao,okay,3.5
2005,Drama,Galazio forema,okay,5.3
2005,"Comedy, Drama",Nama-natsu,okay,5.3
2005,"Animation, Action, Sci-Fi",Dejitaru monsuta no X-shinka,good,6.7
2005,"Crime, Drama, Horror",Cheap,good,6.7
2005,"Action, Adventure, Crime",Double Down,okay,4.6
2005,Thriller,Danger,good,6.4
2005,Action,Meesrti,okay,3.6
2005,"Comedy, Drama, Family",Haajar Bachhar Dhorey,good,8.0
2005,"Comedy, Drama, Family",Molla Barir Bou,good,6.9
2005,"Drama, Romance",El-Haya Montaha El-lazza,okay,4.5
2005,"Comedy, Family, Musical",Al Abaa' al Sighar,okay,5.9
2005,"Action, Comedy, Fantasy",Sharlatan,bad,2.5
2005,Musical,Paskutiniai Bremeno muzikantai,good,8.0
2005,Comedy,Malesh Ehna Benetbahdel,okay,5.7
2005,Comedy,The Angrez,good,7.3
2005,"Horror, Mystery",A Film by Aravind,good,7.0
2005,Comedy,Laylat Seqout Baghdad,okay,5.3
2005,Animation,Hot Wheels Acceleracers the Ultimate Race,good,7.0
2005,Family,Eial Habeba,okay,4.6
2005,"Drama, Mystery",Neghab,good,6.1
