year,genre,title,movieRating,avg_vote
2005,Comedy,Kids in America,okay,5.7
2005,Comedy,The Life and Hard Times of Guy Terrifico,good,6.6
2005,"Adventure, Comedy, Romance",Love Wrecked,okay,4.8
2005,Comedy,Hrubes a Mares jsou kamarádi do deste,okay,5.4
2005,"Comedy, Drama, Musical",Marilyn Hotchkiss' Ballroom Dancing & Charm School,good,6.6
2005,"Comedy, Drama, Romance",Les poupées russes,good,7.0
2005,Drama,Shabd,okay,5.2
2005,Romance,Cheong yeon,good,6.8
2005,"Drama, Family",Come Away Home,good,6.8
2005,Comedy,Espace détente,okay,4.6
2005,Horror,Hunting Season,okay,3.5
2005,"Crime, Drama, Music",Hustle & Flow,good,7.3
2005,"Adventure, Drama",The King Maker,okay,3.5
2005,"Comedy, Drama",Mi Mejor Enemigo,good,7.2
2005,Drama,The Mighty Celt,good,6.9
2005,Drama,La noche del hermano,okay,5.1
2005,"Comedy, Drama, Romance",On a Clear Day,good,6.9
2005,"Drama, Romance",Oublier Cheyenne,good,6.3
2005,Drama,La petite Chartreuse,good,6.4
2005,Drama,Resurrection: The J.R. Richard Story,good,7.3
2005,"Fantasy, Sci-Fi",Sidekick,okay,5.4
2005,"Crime, Drama, Romance",Slingshot,okay,4.6
2005,"Action, Fantasy, Thriller",Soul Searcher,okay,3.9
2005,"Drama, Fantasy, Horror",Tideland,good,6.5
2005,Drama,All the Invisible Children,good,7.5
2005,Drama,L'annulaire,good,6.2
2005,"Crime, Drama, Romance",Anthony Zimmer,good,6.5
2005,"Comedy, Drama",Breakfast on Pluto,good,7.2
2005,"Drama, Horror, Mystery",The Dark,okay,5.4
2005,"Crime, Drama, Music",De battre mon coeur s'est arrêté,good,7.3
2005,Comedy,One Day in Europe,good,6.5
2005,"Action, Comedy, Horror",Return of the Living Dead: Necropolis,okay,3.3
2005,"Comedy, Horror, Sci-Fi",Return of the Living Dead: Rave to the Grave,okay,3.3
2005,"Comedy, Drama, Mystery",Broken Flowers,good,7.2
2005,"Comedy, Romance",Winners and Losers,okay,4.1
2005,"Drama, Romance",WTC View,,6.0
2005,"Biography, Drama, Sport",The World's Fastest Indian,good,7.8
2005,Comedy,Tout pour plaire,,6.0
2005,"Drama, Thriller",Being Cyrus,good,7.2
2005,"Sci-Fi, Thriller",Animal,okay,5.0
2005,Comedy,L'antidote,okay,5.2
2005,"Action, Comedy",Brutal Incasso,okay,3.6
2005,Comedy,Brice de Nice,okay,5.1
2005,Drama,Desolation Sound,okay,5.3
2005,"Comedy, Family, Romance",Little Manhattan,good,7.5
2005,"Comedy, Drama, Music",Mrs Henderson Presents,good,7.0
2005,"Drama, Fantasy, Mystery",Puritan,okay,5.9
2005,Thriller,Jug jugoistok,okay,5.3
2005,Drama,Sulanga Enu Pinisa,good,6.2
2005,Drama,The Unseen,good,6.6
2005,"Comedy, Drama",Wassup Rockers,,6.0
2005,"Comedy, Drama",Les yeux clairs,good,6.8
2005,"Comedy, Romance",Cake,okay,4.9
2005,"Drama, Family, Fantasy",A porcelánbaba,okay,5.9
2005,"Horror, Thriller",Intermedio,bad,2.7
2005,Drama,Kinamand,good,7.0
2005,"Crime, Drama, Thriller",Off Screen,good,6.7
2005,Drama,The War Within,good,6.8
2005,"Drama, Romance",Pride & Prejudice,good,7.8
2005,Comedy,7 días,good,6.7
2005,Drama,Amu,good,7.4
2005,"Drama, Comedy",37 og et halvt,okay,4.7
2005,"Mystery, Thriller",La boîte noire,okay,5.9
2005,"Crime, Drama, Thriller",The Quiet,good,6.3
2005,"Drama, Mystery, Thriller",Vinterkyss,good,6.4
2005,"Drama, Romance",Marock,good,6.1
2005,"Horror, Mystery, Thriller",Mortuary,okay,4.0
2005,Drama,Red Doors,good,6.4
2005,Drama,Beed-e majnoon,good,7.4
2005,"Action, Drama, Sport",Boy s tenyu,okay,5.9
2005,"Comedy, Fantasy, Horror",Boy Eats Girl,okay,5.0
2005,Comedy,The Trouble with Dee Dee,good,6.5
2005,"Action, Crime, Drama",Dus,okay,5.5
2005,Comedy,Fool's Gold,good,6.4
2005,"Crime, Drama, Mystery",Hate Crime,good,6.3
2005,Drama,Heart of the Beholder,okay,5.9
2005,"Adventure, Comedy, Crime",Hirsiz Var!,okay,4.3
2005,"Drama, Romance",Greener Mountains,okay,5.1
2005,"Adventure, Horror, Mystery",Kaal,okay,4.6
2005,"Drama, Mystery, Thriller",Lemming,good,6.7
2005,"Comedy, Drama",Me and You and Everyone We Know,good,7.3
2005,"Action, Adventure, Crime",River's End,okay,5.3
2005,Drama,Para que no me olvides,good,7.0
2005,"Crime, Drama, Thriller",Pobeg,okay,5.7
2005,Comedy,"Semen, una historia de amor",okay,5.5
2005,"Horror, Thriller",Wolf Creek,good,6.2
2005,"Drama, Romance, Thriller",Match Point,good,7.6
2005,"Comedy, Adventure, Romance",Akoibon,okay,4.7
2005,Drama,American Gun,good,6.1
2005,"Comedy, Drama, Romance",Crazylove,good,6.1
2005,"Action, Drama, Sport",Dishdogz,okay,5.3
2005,"Action, Thriller",Elaan,okay,4.4
2005,"Action, Adventure, Comedy",Glass Trap,bad,2.9
2005,Comedy,The Kid & I,okay,5.3
2005,Thriller,Lethal Eviction,okay,4.3
2005,"Comedy, Romance",Must Love Dogs,okay,5.9
2005,"Romance, Drama",Les mots bleus,good,6.5
2005,"Drama, Mystery",Room,okay,4.5
2005,Drama,Le temps qui reste,good,7.1
2005,"Drama, Sport, Thriller",Two for the Money,good,6.3
2005,Drama,12 and Holding,good,7.5
2005,"Action, Drama, History",9 rota,good,7.1
2005,"Drama, Fantasy, Mystery",L'avion,okay,5.7
2005,Comedy,Checking Out,okay,5.9
2005,"Drama, Thriller",Confession,okay,5.7
2005,"Comedy, Drama, Romance",Factotum,good,6.6
2005,Horror,Forest of the Damned,bad,2.7
2005,"Comedy, Drama",Hank Williams First Nation,,6.0
2005,"Horror, Mystery, Sci-Fi",Headspace,okay,4.6
2005,"Comedy, Romance",Her Minor Thing,okay,5.2
2005,"Action, Sci-Fi",Kampfansage - Der letzte Schüler,okay,5.1
2005,"Comedy, Crime, Drama",Little Athens,okay,5.5
2005,"Comedy, Drama, Romance",Ma quando arrivano le ragazze?,good,6.6
2005,"Comedy, Drama, Romance",Manuale d'amore,good,6.4
2005,"Action, Drama, Fantasy",Wu ji,okay,5.6
2005,"Drama, Fantasy, Mystery",Neverwas,good,6.6
2005,"Adventure, Drama",Quando sei nato non puoi più nasconderti,good,6.7
2005,"Crime, Drama",Romanzo criminale,good,7.2
2005,"Comedy, Drama",Tickets,good,7.0
2005,"Comedy, Horror",TrashHouse,bad,2.5
2005,"Comedy, Family, Sport",Die Wilden Kerle 2,okay,4.2
2005,"Drama, Thriller",Wish You Were Here,okay,4.9
2005,"Comedy, Crime, Drama",Adams æbler,good,7.8
2005,"Drama, Romance",Un año sin amor,good,6.2
2005,Comedy,Beverly Kills,okay,3.8
2005,Horror,Death Tunnel,bad,2.7
2005,"Drama, Family, Sport",Dreamer: Inspired by a True Story,good,6.8
2005,"Action, Biography, Drama",Jarhead,good,7.0
2005,"Comedy, Drama",Junebug,good,6.9
2005,"Horror, Sci-Fi, Thriller",Land of the Dead,good,6.2
2005,"Drama, Romance",Lie with Me,okay,5.3
2005,"Drama, History, War",La maison de Nina,,6.0
2005,Comedy,Matrimonium,okay,4.8
2005,"Action, Comedy",Max und Moritz Reloaded,bad,2.5
2005,Comedy,Mi nismo andjeli 2,good,6.1
2005,Comedy,Partner(s),okay,5.7
2005,"Horror, Thriller",Spirit Trap,okay,4.5
2005,"Comedy, Drama, Romance",La tigre e la neve,good,7.1
2005,"Comedy, Drama",Wah-Wah,good,6.8
2005,"Adventure, Crime, Drama",The Three Burials of Melquiades Estrada,good,7.4
2005,"Comedy, Romance",Abo Ali,good,6.4
2005,Drama,Chromophobia,good,6.1
2005,"Comedy, Horror, Thriller",Cruel World,okay,3.9
2005,Drama,Dans tes rêves,okay,4.3
2005,"Action, Adventure, Fantasy",Doom,okay,5.2
2005,Drama,Eighteen,good,6.3
2005,Drama,Gespenster,good,6.8
2005,"Thriller, Mystery",Graves End,good,8.9
2005,"Crime, Drama",Kim Novak badade aldrig i Genesarets sjö,good,6.5
2005,"Drama, Romance",Living 'til the End,good,6.6
2005,"Drama, Sport",My Brother... Nikhil,good,7.3
2005,Drama,Nine Lives,good,6.7
2005,Drama,Ronda nocturna,good,6.1
2005,"Drama, Romance",Unkenrufe,okay,5.7
2005,"Drama, Family",Viruddh... Family Comes First,good,7.1
2005,Comedy,Idole instantanée,okay,5.5
2005,"Crime, Drama, Thriller",El aura,good,7.2
2005,"Comedy, Drama, Romance",Combien tu m'aimes?,okay,5.7
2005,Drama,Di buen día a papá,good,6.3
2005,"Drama, Thriller",A Little Trip to Heaven,,6.0
2005,Drama,Sauf le respect que je vous dois,good,6.2
2005,Drama,Schläfer,good,6.3
2005,Drama,La guerra di Mario,good,6.6
2005,"Drama, History, War",Shooting Dogs,good,7.7
2005,"Drama, Comedy",Turning Green,okay,5.6
2005,"Comedy, Crime, Thriller",Zhmurki,good,7.2
2005,Horror,The Witch's Sabbath,okay,3.2
2005,"Action, Biography, Crime",Domino,okay,5.9
2005,"Drama, Romance",Kontakt,good,7.0
2005,"Comedy, Romance",Zerophilia,good,6.1
2005,Drama,Kombat Sechzehn,good,6.1
2005,"Comedy, Drama",Mrs. Palfrey at the Claremont,good,7.6
2005,"Crime, Drama, Western",The Proposition,good,7.4
2005,"Action, Mystery, Thriller",Red Eye,good,6.4
2005,Drama,Steal Me,okay,5.8
2005,"Comedy, Musical",20 centímetros,good,6.6
2005,"Drama, Thriller",Anlat Istanbul,good,7.4
2005,"Comedy, Music",El calentito,okay,5.8
2005,"Crime, Drama, Mystery",Carambole,,6.0
2005,"Adventure, Action",Les chevaliers du ciel,okay,5.8
2005,"Horror, Action, Sci-Fi",Choker,bad,2.6
2005,"Comedy, Drama, Romance",Imagine Me & You,good,6.8
2005,"Comedy, Drama",Como un avión estrellado,good,6.7
2005,"Comedy, Crime, Drama",Le couperet,good,7.4
2005,Horror,Curandero,okay,4.9
2005,Drama,La ravisseuse,,6.0
2005,"Comedy, Drama, Romance",Diary of a Mad Black Woman,okay,5.7
2005,Drama,Douches froides,good,6.1
2005,"Horror, Mystery, Thriller",Frágiles,good,6.1
2005,Drama,A Simple Curve,good,6.6
2005,Drama,Iki Genç Kiz,okay,5.4
2005,Drama,Diep,good,6.3
2005,"Crime, Drama, Mystery",Mallaki Iskandariya,good,7.0
2005,"Fantasy, Horror",Ranpo jigoku,good,6.3
2005,Drama,Restart,okay,5.9
2005,"Comedy, Romance",Southern Belles,okay,5.6
2005,"Drama, Romance, Thriller",This Revolution,okay,5.5
2005,"Comedy, Drama, Music",Tjenare kungen,,6.0
2005,Comedy,A Cock and Bull Story,good,6.7
2005,"Comedy, Drama","L'un reste, l'autre part",okay,5.7
2005,Drama,Waterborne,okay,5.5
2005,"Action, Horror, Thriller",Way of the Vampire,bad,1.9
2005,"Crime, Comedy, Romance",L'amour aux trousses,okay,4.8
2005,"Romance, Drama, Comedy",Au suivant!,okay,4.4
2005,Comedy,Boudu,okay,5.3
2005,Comedy,Zim and Co.,good,6.6
2005,"Comedy, Drama, Romance",David & Layla,okay,5.4
2005,"Drama, Thriller",Hard Candy,good,7.1
2005,"Drama, History, Music",Joyeux Noël,good,7.7
2005,"Comedy, Romance",The Mostly Unfabulous Social Life of Ethan Green,good,6.2
2005,Comedy,NVA,okay,5.7
2005,Comedy,Palais royal!,okay,5.5
2005,"Action, Adventure, Comedy",The Adventures of Sharkboy and Lavagirl 3-D,okay,3.5
2005,"Drama, Romance, Sci-Fi",Allegro,good,6.6
2005,"Drama, Romance",Ayin karanlik yüzü,okay,3.4
2005,"Drama, Mystery, Thriller",Between,okay,4.2
2005,"Animation, Comedy, Sci-Fi",Disaster!,okay,5.0
2005,Drama,Dommeren,okay,5.4
2005,Drama,Drabet,good,6.7
2005,"Comedy, Drama, Sport",Game 6,okay,5.8
2005,Drama,Gönül Yarasi,good,7.8
2005,"Comedy, Fantasy",El hasa el sabaa,okay,5.9
2005,"Comedy, Drama, Fantasy",Just Like Heaven,good,6.7
2005,"Drama, Mystery",The Fine Art of Love: Mine Ha-Ha,okay,5.5
2005,"Drama, Comedy, Music",Almost Heaven,okay,5.7
2005,"Horror, Thriller",Long Distance,okay,5.2
2005,Drama,Malek wa ketaba,,6.0
2005,"Drama, Thriller",Mary,okay,5.8
2005,Drama,Niagara Motel,okay,5.8
2005,"Comedy, Romance",Nynne,okay,5.6
2005,"Comedy, Drama",Pardon,good,8.2
2005,"Crime, Drama, Thriller",Pusher III,good,7.3
2005,"Drama, Thriller",Runaway,good,6.6
2005,Comedy,Sans Kapiyi Kirinca,good,6.2
2005,"Comedy, Romance",Den store dag,okay,5.4
2005,Comedy,La suerte está echada,good,7.1
2005,"Drama, Romance",Touched,okay,5.8
2005,"Drama, Thriller","Sorry, Haters",good,6.2
2005,Drama,You Are Alone,good,6.3
2005,"Adventure, Family, Fantasy",Yôkai daisensô,good,6.4
2005,"Action, Drama, History",American Soldiers,okay,3.3
2005,Drama,Familia,good,7.1
2005,"Mystery, Thriller",De indringer,good,6.8
2005,"Action, Comedy",Kész cirkusz,okay,5.9
2005,Drama,O Veneno da Madrugada,okay,5.8
2005,Comedy,Un rey en La Habana,okay,5.5
2005,Drama,Riviera,okay,4.9
2005,"Drama, Romance",Segundo asalto,okay,5.9
2005,"Drama, Adventure",Short Order,good,6.5
2005,Comedy,La cloche a sonné,okay,4.6
2005,"Horror, Sci-Fi, Thriller",Alien Abduction,bad,2.5
2005,"Action, Comedy, Horror",Feast,good,6.3
2005,"Comedy, Drama, War",Go West,good,6.6
2005,"Comedy, Family, Romance",Popstar,bad,2.6
2005,"Musical, Horror",Song of the Dead,okay,4.7
2005,"Biography, Crime, Drama",Sophie Scholl - Die letzten Tage,good,7.6
2005,"Comedy, Crime, Drama",In the Mix,bad,2.8
2005,"Crime, Thriller",Venice Underground,okay,3.2
2005,"Biography, Drama, Music",Stoned,okay,5.8
2005,Fantasy,Apocalypse and the Beauty Queen,bad,2.7
2005,"Comedy, Drama",Blízko nebe,okay,4.7
2005,"Biography, Drama",Cavalcade,okay,4.6
2005,Drama,Cayo,good,6.3
2005,Drama,Egreti gelin,good,6.2
2005,Comedy,Erkan & Stefan in Der Tod kommt krass,okay,4.3
2005,Comedy,Hababam Sinifi Askerde,okay,3.0
2005,Drama,El método,good,7.2
2005,"Horror, Thriller",Neighborhood Watch,okay,5.1
2005,Drama,Perception,okay,4.7
2005,"Horror, Music, Sci-Fi",Studio 666,okay,3.0
2005,"Comedy, Drama",Slunecní stát aneb hrdinové delnické trídy,good,6.7
2005,Thriller,Stillwater,okay,4.2
2005,"Comedy, Drama, Romance",Strákarnir okkar,okay,5.0
2005,Drama,Trip Out,okay,4.8
2005,"Drama, War",Lupaus,good,6.4
2005,Comedy,Teberik Sanssiz,bad,1.8
2005,"Comedy, Drama",Thank You for Smoking,good,7.6
2005,"Action, Crime, Drama",Tom yum goong,good,7.1
2005,"Comedy, Drama",Tommys Inferno,okay,5.4
2005,"Comedy, Drama, Romance",Trust the Man,okay,5.7
2005,"Drama, Romance",Sweet Land,good,7.1
2005,"Drama, Horror, Mystery",Haunted Boat,bad,2.2
2005,"Horror, Thriller",All Souls Day: Dia de los Muertos,okay,3.7
2005,Horror,Venom,okay,4.6
2005,Drama,Big River,good,6.2
2005,Drama,Un Buda,good,6.7
2005,Comedy,Camping à la ferme,okay,5.4
2005,Thriller,Cavite,good,6.2
2005,"Horror, Sci-Fi, Thriller",Severed,okay,4.6
2005,"Comedy, Musical, Romance",Crustacés & coquillages,good,6.6
2005,Comedy,Le démon de midi,okay,4.6
2005,Comedy,Les enfants,okay,5.8
2005,Drama,La fiesta del Chivo,good,6.4
2005,Thriller,Fluerne på væggen,okay,5.5
2005,Drama,Guernsey,good,6.1
2005,"Biography, Comedy, Romance",I Am a Sex Addict,,6.0
2005,Comedy,Il était une fois dans l'oued,okay,4.8
2005,Drama,Fremde Haut,good,7.0
2005,Drama,Miss Montigny,good,6.3
2005,"Drama, Mystery",La moustache,good,6.7
2005,"Comedy, Drama",Papa,good,6.5
2005,"Comedy, Crime",Les parrains,okay,5.7
2005,Drama,La petite Jérusalem,good,6.6
2005,"Drama, Thriller",Edy,okay,5.6
2005,"Comedy, Drama",Saint-Jacques... La Mecque,good,6.4
2005,"Action, Adventure, Fantasy",Qi jian,good,6.2
2005,Comedy,Siegfried,okay,3.6
2005,Drama,Tara Road,,6.0
2005,"Crime, Drama, Romance",The Tenants,okay,5.2
2005,"Comedy, Drama",The Thing About My Folks,good,6.5
2005,"Comedy, Romance",Un fil à la patte,okay,5.3
2005,Comedy,La vie est à nous!,okay,4.7
2005,"Comedy, Drama, Sport",Virgil,good,6.5
2005,"Comedy, Drama",Voici venu le temps,okay,5.3
2005,Drama,50 Ways of Saying Fabulous,okay,5.6
2005,"Drama, History, Horror",An American Haunting,okay,5.1
2005,"Crime, Drama, Thriller",The Business,good,6.7
2005,"Comedy, Romance",O Casamento de Romeu e Julieta,good,6.2
2005,"Comedy, Musical",The Clan,okay,3.6
2005,Drama,Cuore sacro,good,6.4
2005,"Comedy, Drama, Romance",Der Fischer und seine Frau,good,6.2
2005,"Action, Crime, Drama",Four Brothers,good,6.8
2005,Drama,L'enfer,good,6.8
2005,Horror,It Waits,okay,4.0
2005,"Drama, Romance",Johan,,6.0
2005,"Adventure, Crime, Drama",Joyride,okay,4.9
2005,"Action, Drama, War",Pervyy posle Boga,okay,5.5
2005,"Biography, Crime, Drama",Get Rich or Die Tryin',okay,5.3
2005,Comedy,El penalti más largo del mundo,okay,5.3
2005,Drama,Provincia meccanica,okay,5.4
2005,"Drama, Romance",The Secret Life of Words,good,7.5
2005,Comedy,Udayananu Tharam,good,7.9
2005,Drama,Aurore,good,7.4
2005,Drama,Berkeley,okay,5.0
2005,"Comedy, Romance",The Best Man,,6.0
2005,Drama,Eve and the Fire Horse,good,6.9
2005,"Comedy, Drama",Im Schwitzkasten,okay,5.9
2005,"Romance, Drama",Jogo Subterrâneo,good,6.8
2005,"Biography, Drama, History",Joseph Smith: Prophet of the Restoration,good,7.8
2005,"Adventure, Comedy, Drama",Lassie,good,6.7
2005,"Family, Adventure",Der Schatz der weißen Falken,good,6.9
2005,"Crime, Mystery, Thriller",Steget efter,good,6.1
2005,"Action, Adventure, Comedy",Stinger,bad,1.9
2005,Comedy,L'uomo perfetto,good,6.1
2005,Drama,Les âmes grises,good,6.3
2005,Drama,Árido Movie,good,6.8
2005,Action,Azumi 2: Death or Love,good,6.3
2005,Comedy,Foon,okay,3.8
2005,"Action, Comedy, Drama",Andarivaadu,okay,4.3
2005,Comedy,Il ne faut jurer... de rien!,okay,5.6
2005,Drama,Mistrz,good,6.4
2005,Drama,Oculto,good,6.1
2005,Drama,Peindre ou faire l'amour,good,6.1
2005,"Crime, Drama",Le petit lieutenant,good,7.0
2005,"Comedy, Drama, Horror",Puppy,good,6.3
2005,Comedy,Román pro zeny,okay,5.8
2005,"Comedy, Drama, Family",Sandor slash Ida,okay,5.1
2005,"Action, Crime, Drama",Sarkar,good,7.6
2005,"Action, Drama",Bunny,okay,5.7
2005,"Drama, Music",Brothers of the Head,good,6.4
2005,"Action, Crime, Drama",The Cutter,okay,4.9
2005,Horror,The Fog,okay,3.7
2005,"Drama, Family",Die Höhle des gelben Hundes,good,7.6
2005,"Horror, Mystery",Saw II,good,6.6
2005,"Comedy, Romance, Drama",Rag Tale,okay,3.9
2005,"Drama, Thriller",Mørke,good,6.8
2005,Drama,Otros días vendrán,good,6.4
2005,Comedy,Papá se volvió loco,okay,3.5
2005,"Drama, Thriller","Quo Vadis, Baby?",good,6.2
2005,Comedy,Looking for Comedy in the Muslim World,okay,5.4
2005,"Action, Drama",Gonggongui jeog 2,,6.0
2005,Horror,Dark Remains,okay,4.9
2005,"Biography, Drama, History","Good Night, and Good Luck.",good,7.4
2005,"Action, Crime, Drama",Harsh Times,good,6.9
2005,"Comedy, Romance",Just Friends,good,6.2
2005,"Drama, History",Parzania,good,7.7
2005,Horror,Wild Country,okay,4.3
2005,"Drama, Romance",Paper Moon Affair,okay,5.5
2005,Thriller,Ausentes,okay,4.9
2005,Drama,A golpes,okay,4.5
2005,"Crime, Drama, Thriller",Hak se wui,good,7.1
2005,Drama,Hormigas en la boca,okay,5.9
2005,"Comedy, Drama, Music",Kinky Boots,good,7.1
2005,"Comedy, Drama, Mystery",Lucid,good,6.5
2005,"Comedy, Drama, Romance",La maldición del padre Cardona,okay,3.7
2005,"Romance, Drama",O dve slabiky pozadu,good,7.1
2005,Drama,Princesas,good,7.0
2005,"Comedy, Romance",Reinas,good,6.5
2005,Drama,Snow White,okay,5.8
2005,"Comedy, Drama",Tapas,good,6.7
2005,"Action, Drama, Sci-Fi",V for Vendetta,good,8.2
2005,"Comedy, Music, Romance",Undiscovered,okay,4.3
2005,Comedy,Gentille,,6.0
2005,"Action, Comedy",Jing mo gaa ting,good,6.1
2005,Drama,La neuvaine,good,7.5
2005,Drama,Se Arrienda,good,6.7
2005,"Drama, Romance",Gabrielle,good,6.2
2005,"Drama, Romance",3° kälter,okay,5.7
2005,"Adventure, Family, History",The Adventures of Greyfriars Bobby,good,6.1
2005,"Comedy, Drama, Romance",Conversations with Other Women,good,7.0
2005,"Adventure, Horror, Thrille",The Descent,good,7.2
2005,Horror,Demon Hunter,okay,4.3
2005,"Drama, Romance",English as a Second Language,good,7.0
2005,Horror,KatieBird *Certifiable Crazy Person,okay,4.4
2005,"Comedy, Fantasy, Horror",The League of Gentlemen's Apocalypse,good,6.1
2005,"Action, Drama, Thriller",The Mechanik,okay,5.6
2005,"Action, Drama",The Rain Makers,okay,3.8
2005,"Drama, Music",Backstage,okay,5.9
2005,Comedy,Carpool Guy,okay,5.1
2005,"Comedy, Drama",Cicatrices,okay,4.1
2005,"Comedy, Drama",Dura,good,6.6
2005,"Comedy, Drama",Ellie Parker,okay,5.7
2005,Drama,Gas,good,6.2
2005,Horror,Ghost of Mae Nak,okay,5.1
2005,"Adventure, Family, Fantasy",De griezelbus,okay,5.4
2005,Drama,Heroína,okay,5.7
2005,Comedy,High School Record,good,6.1
2005,"Drama, Romance",Je ne suis pas là pour être aimé,good,7.2
2005,"Action, Comedy",Jo Bole So Nihaal,okay,3.5
2005,"Comedy, Romance","Love, Ludlow",good,6.5
2005,"Comedy, Romance",Ma vie en l'air,good,6.8
2005,"Comedy, Drama",The Motel,good,6.7
2005,"Drama, Romance",Noksaek uija,good,6.2
2005,"Comedy, Drama, Romance",The Puffy Chair,good,6.5
2005,Animation,Le roman de Renart,okay,5.0
2005,"Comedy, Drama",The Salon,okay,4.1
2005,Comedy,La vie de Michel Muller est plus belle que la vôtre,okay,4.6
2005,"Drama, Romance",Die weiße Massai,good,6.5
2005,"Adventure, Drama","Zaïna, cavalière de l'Atlas",okay,5.6
2005,"Comedy, Adventure, Drama",Zoop in Afrika,okay,5.0
2005,"Action, Crime",Balu,,6.0
2005,"Thriller, Horror",Headhunter,okay,4.6
2005,Comedy,Horloge biologique,good,7.1
2005,"Drama, History, Musical",Kaksipäisen kotkan varjossa,okay,3.1
2005,"Mystery, Thriller",Khamoshh... Khauff Ki Raat,okay,3.3
2005,"Drama, Musical, Romance",Parineeta,good,7.2
2005,Drama,Qian li zou dan qi,good,7.3
2005,"Drama, Horror",The Path of Evil,okay,3.6
2005,"Comedy, Drama, Romance",Side Effects,okay,4.9
2005,Comedy,...e se domani,,6.0
2005,Drama,Ultranova,good,6.4
2005,"Drama, War",La trahison,good,6.6
2005,"Action, Crime, Drama",Insan,okay,4.6
2005,Drama,Kalpurush,good,6.9
2005,Drama,Silsiilay,okay,4.1
2005,"Comedy, Drama",These Girls,okay,5.5
2005,"Comedy, Drama, Fantasy",Four Eyed Monsters,good,6.2
2005,"Drama, Family",Heidi,good,6.5
2005,Drama,Kita no zeronen,good,6.5
2005,"Drama, Romance",Private Moments,okay,3.6
2005,Western,Three Bad Men,bad,2.8
2005,"Comedy, Drama",All That I Need,okay,5.8
2005,"Comedy, Romance",The Boynton Beach Bereavement Club,good,6.4
2005,Western,Brothers in Arms,bad,2.3
2005,Comedy,Straight Outta Benoni,okay,5.0
2005,"Crime, Drama, Thriller",Dirty,okay,5.6
2005,"Biography, Drama",2 Filhos de Francisco: A História de Zezé di Camarg,good,6.8
2005,"Crime, Drama, Romance",Hokm,okay,5.0
2005,"Action, Comedy, Drama",Tau man ji D,good,6.4
2005,Drama,Jewboy,good,6.4
2005,"Thriller, Horror, Mystery",Kraftverk 3714,okay,3.3
2005,Drama,Leydi Zi,good,6.2
2005,Comedy,Mobsters and Mormons,good,6.3
2005,"Action, Comedy, Sci-Fi",Monarch of the Moon,okay,5.7
2005,"Action, Comedy",Mumbai Express,okay,5.8
2005,"Comedy, Drama, Musical",Pyaar Mein Twist,okay,5.9
2005,Drama,Pissed,okay,4.6
2005,"Drama, History",Solntse,good,7.3
2005,"Comedy, Drama, Romance",These Foolish Things,okay,5.6
2005,"Crime, Thriller",Den utvalde,okay,5.0
2005,"Drama, Romance",Before It Had a Name,okay,3.2
2005,Drama,Yek boos-e koochooloo,good,6.6
2005,Drama,The Headsman,good,6.1
2005,"Drama, Action",Made in YU,good,6.4
2005,"Drama, Sci-Fi",Pryamokhozhdenie,good,6.2
2005,"Drama, History",Otkradnati ochi,good,7.0
2005,Drama,Balans ve manevra,okay,3.8
2005,"Drama, Music",Habana Blues,good,7.1
2005,"Comedy, Crime",O simdi mahkum,okay,5.7
2005,"Drama, Comedy",Sun gaing hup nui,good,6.9
2005,"Crime, Drama, Thriller",Game Over,okay,3.6
2005,"Adventure, Comedy, Romance",Janji Joni,good,7.6
2005,Drama,Onnen varjot,okay,5.7
2005,"Comedy, Fantasy, Musical",Operetta tanuki goten,good,6.5
2005,Drama,Suspect,okay,5.7
2005,Comedy,Bam Bam and Celeste,okay,5.2
2005,"Drama, Horror, Mystery",The Cabinet of Dr. Caligari,okay,5.8
2005,"Comedy, Drama",Free Zone,okay,5.7
2005,Crime,Sharkskin 6,okay,4.0
2005,"Action, Comedy, Drama",Thommanum Makkalum,good,6.5
2005,Comedy,Morir en San Hilario,good,6.3
2005,Comedy,Ninette,okay,5.5
2005,Drama,Le passager,good,6.2
2005,"Biography, Drama, History",Cafundó,good,6.5
2005,"Drama, Romance",Dil Jo Bhi Kahey...,okay,4.8
2005,"Crime, Drama, Mystery",Vaada,okay,5.6
2005,"Comedy, Romance",Am Tag als Bobby Ewing starb,okay,5.9
2005,"Drama, Sport",Eine andere Liga,good,6.7
2005,"Biography, Drama",Eläville ja kuolleille,good,6.7
2005,"Documentary, Musical",Iberia,good,7.0
2005,Drama,Entre ses mains,good,6.3
2005,Drama,Katze im Sack,,6.0
2005,Drama,Das Lächeln der Tiefseefische,good,6.3
2005,"Animation, Drama, Romance",El sueño de una noche de San Juan,okay,4.8
2005,Drama,Netto,good,6.8
2005,Comedy,Olé!,okay,4.3
2005,"Horror, Thriller",Rinjin 13-gô,good,6.5
2005,"Mystery, Romance, Thriller",Rog,okay,5.1
2005,Horror,Rofuto,okay,5.5
2005,"Animation, Drama, Fantasy",Shisha no sho,good,6.6
2005,"Comedy, Drama",Wahrheit oder Pflicht,good,6.6
2005,"Comedy, Family, Fantasy","Yours, Mine & Ours",okay,5.5
2005,Romance,Ah Aah: Anbe Aaruyire,okay,5.3
2005,"Comedy, Drama",Verlengd weekend,good,6.5
2005,"Drama, Mystery",La bestia nel cuore,good,6.4
2005,"Family, Comedy",EZ Money,bad,2.9
2005,"Drama, Thriller",Edmond,good,6.2
2005,Comedy,Film Geek,good,6.1
