year,genre,title,movieRating,duration,avg_vote
2005,"Comedy, Drama",All That I Need,okay,80,5.8
2005,"Comedy, Romance",The Boynton Beach Bereavement Club,good,105,6.4
2005,Western,Brothers in Arms,bad,85,2.3
2005,Comedy,Straight Outta Benoni,okay,86,5.0
2005,"Crime, Drama, Thriller",Dirty,okay,97,5.6
2005,"Biography, Drama",2 Filhos de Francisco: A História de Zezé di Camarg,good,132,6.8
2005,"Crime, Drama, Romance",Hokm,okay,104,5.0
2005,"Action, Comedy, Drama",Tau man ji D,good,107,6.4
2005,Drama,Jewboy,good,52,6.4
2005,"Thriller, Horror, Mystery",Kraftverk 3714,,136,3.3
2005,Drama,Leydi Zi,good,96,6.2
2005,Comedy,Mobsters and Mormons,good,90,6.3
2005,"Action, Comedy, Sci-Fi",Monarch of the Moon,okay,98,5.7
2005,"Action, Comedy",Mumbai Express,okay,152,5.8
2005,"Comedy, Drama, Musical",Pyaar Mein Twist,okay,123,5.9
2005,Drama,Pissed,okay,90,4.6
2005,"Drama, History",Solntse,good,110,7.3
2005,"Comedy, Drama, Romance",These Foolish Things,okay,107,5.6
2005,"Crime, Thriller",Den utvalde,okay,100,5.0
2005,"Drama, Romance",Before It Had a Name,,90,3.2
2005,Drama,Yek boos-e koochooloo,good,100,6.6
2005,Drama,The Headsman,good,115,6.1
2005,"Drama, Action",Made in YU,good,105,6.4
2005,"Drama, Sci-Fi",Pryamokhozhdenie,good,94,6.2
2005,"Drama, History",Otkradnati ochi,good,110,7.0
2005,Drama,Balans ve manevra,,94,3.8
2005,"Drama, Music",Habana Blues,good,115,7.1
2005,"Comedy, Crime",O simdi mahkum,okay,125,5.7
2005,"Drama, Comedy",Sun gaing hup nui,good,93,6.9
2005,"Crime, Drama, Thriller",Game Over,,85,3.6
2005,"Adventure, Comedy, Romance",Janji Joni,good,83,7.6
2005,Drama,Onnen varjot,okay,99,5.7
2005,"Comedy, Fantasy, Musical",Operetta tanuki goten,good,111,6.5
2005,Drama,Suspect,okay,95,5.7
2005,Comedy,Bam Bam and Celeste,okay,85,5.2
2005,"Drama, Horror, Mystery",The Cabinet of Dr. Caligari,okay,76,5.8
2005,"Comedy, Drama",Free Zone,okay,90,5.7
2005,Crime,Sharkskin 6,okay,100,4.0
2005,"Action, Comedy, Drama",Thommanum Makkalum,good,118,6.5
2005,Comedy,Morir en San Hilario,good,95,6.3
2005,Comedy,Ninette,okay,118,5.5
2005,Drama,Le passager,good,85,6.2
2005,"Biography, Drama, History",Cafundó,good,102,6.5
2005,"Drama, Romance",Dil Jo Bhi Kahey...,okay,144,4.8
2005,"Crime, Drama, Mystery",Vaada,okay,122,5.6
2005,"Comedy, Romance",Am Tag als Bobby Ewing starb,okay,92,5.9
2005,"Drama, Sport",Eine andere Liga,good,100,6.7
2005,"Biography, Drama",Eläville ja kuolleille,good,95,6.7
2005,"Documentary, Musical",Iberia,good,99,7.0
2005,Drama,Entre ses mains,good,90,6.3
2005,Drama,Katze im Sack,okay,87,6.0
2005,Drama,Das Lächeln der Tiefseefische,good,86,6.3
2005,"Animation, Drama, Romance",El sueño de una noche de San Juan,okay,85,4.8
2005,Drama,Netto,good,87,6.8
2005,Comedy,Olé!,okay,98,4.3
2005,"Horror, Thriller",Rinjin 13-gô,good,115,6.5
2005,"Mystery, Romance, Thriller",Rog,okay,115,5.1
2005,Horror,Rofuto,okay,115,5.5
2005,"Animation, Drama, Fantasy",Shisha no sho,good,70,6.6
2005,"Comedy, Drama",Wahrheit oder Pflicht,good,89,6.6
2005,"Comedy, Family, Fantasy","Yours, Mine & Ours",okay,88,5.5
2005,Romance,Ah Aah: Anbe Aaruyire,okay,165,5.3
2005,"Comedy, Drama",Verlengd weekend,good,93,6.5
2005,"Drama, Mystery",La bestia nel cuore,good,120,6.4
2005,"Family, Comedy",EZ Money,bad,86,2.9
2005,"Drama, Thriller",Edmond,good,82,6.2
2005,Comedy,Film Geek,good,78,6.1
2005,"Romance, Thriller",Flirting with Anthony,bad,88,2.3
2005,"Drama, Family",Gypo,good,98,6.8
2005,Drama,Hard Pill,good,94,6.4
2005,"Animation, Comedy, Crime",Hoodwinked!,good,80,6.4
2005,Drama,Laura Smiles,okay,98,5.8
2005,"Action, Drama, Fantasy",Left Behind III: World at War,okay,95,4.6
2005,Drama,Melissa P.,okay,100,4.8
2005,"Drama, Horror, Mystery",Naina,okay,104,4.3
2005,Drama,"Paradise, Texas",okay,90,5.7
2005,"Crime, Drama, Thriller",Red Mercury,okay,109,5.1
2005,Sci-Fi,The Wild Blue Yonder,good,80,6.2
2005,Drama,Page 3,good,139,7.3
2005,"Action, Adventure, Fantasy",Desu toransu,okay,89,5.8
2005,Comedy,Meat Pie,bad,86,2.1
2005,Animation,Piratas en el Callao,okay,78,4.1
2005,"Drama, Romance",Les amants réguliers,good,183,6.9
2005,Drama,J'ai vu tuer Ben Barka,okay,101,5.8
2005,"Comedy, Crime",Torrente 3: El protector,okay,91,5.6
2005,"Drama, Thriller",Falscher Bekenner,good,94,6.3
2005,"Comedy, Crime",Keeping Mum,good,99,6.8
2005,"Action, Drama, Family",Miracle at Sage Creek,okay,90,5.5
2005,"Comedy, Family, Music",The Naked Brothers Band: The Movie,,90,3.8
2005,"Drama, Romance",A Sublime Love Story: Barsaat,okay,143,4.0
2005,"Action, Drama, Thriller",Blackmail,okay,126,4.1
2005,"Action, Comedy, Drama",Deewane Huye Paagal,okay,158,5.3
2005,"Drama, Thriller",Fareb,okay,129,4.3
2005,"Action, Thriller",Karam,okay,117,5.5
2005,"Drama, Family, Musical",Main Aisa Hi Hoon,okay,162,4.7
2005,"Action, Adventure, Drama",Tango Charlie,okay,142,6.0
2005,"Crime, Drama, Mystery",Jurm,okay,150,5.5
2005,"Comedy, Drama, History",Geuddae geusaramdeul,good,102,6.9
2005,Drama,Les invisibles,okay,85,5.1
2005,Drama,Kong que,good,136,7.6
2005,"Comedy, Drama, Romance",Krama mig,okay,86,5.2
2005,"Action, Comedy",Malev,good,109,7.2
2005,"Comedy, Mystery",Mon petit doigt m'a dit...,okay,105,5.8
2005,"Crime, Drama, Thriller",Paradise Now,good,91,7.4
2005,"Comedy, Family, Fantasy",Röövlirahnu Martin,good,75,6.4
2005,Drama,Sangre,okay,90,5.9
2005,"Horror, Sci-Fi, Thriller",Somne,okay,90,4.5
2005,"Comedy, Drama",Stiilipidu,good,110,6.1
2005,"Comedy, Drama, Musical",Tian bian yi duo yun,good,114,6.5
2005,"Musical, Drama, Romance",U-Carmen eKhayelitsha,good,122,6.6
2005,Drama,Automatic,okay,77,5.6
2005,"Crime, Horror, Thriller",Feed,okay,101,5.3
2005,"Drama, Comedy",Home,okay,91,5.1
2005,"Comedy, Romance",Sunnyvale,okay,75,4.7
2005,Comedy,America 101,okay,86,5.4
2005,"Comedy, Family",Far til fire gi'r aldrig op,okay,90,4.4
2005,"Comedy, Drama, Family",Achuvinte Amma,good,130,6.9
2005,"Horror, Comedy",Death by Engagement,okay,99,4.0
2005,"Comedy, Musical, Romance",Los 2 lados de la cama,okay,104,5.5
2005,"Action, Crime, Drama",Mang lung,okay,110,5.4
2005,"Drama, Romance",Kamataki,good,110,7.1
2005,"Comedy, Romance",Het schnitzelparadijs,okay,82,6.0
2005,"Drama, Fantasy, Mystery",Storm,okay,110,5.7
2005,"Action, Comedy, Romance",Harb Atalia,good,110,6.1
2005,Drama,Texas,okay,103,5.9
2005,"Biography, Drama, History",Che Guevara,okay,102,5.6
2005,"Horror, Thriller",Cup of My Blood,okay,107,4.5
2005,"Mystery, Thriller",Domino One,okay,86,6.0
2005,Fantasy,Drawing Restraint 9,good,135,6.5
2005,"Animation, Action, Drama",Gisaku,okay,81,5.7
2005,"Horror, Sci-Fi, Thriller",Isolation,okay,95,5.6
2005,"Drama, Romance",Kissing on the Mouth,okay,78,4.6
2005,Comedy,Mutual Appreciation,good,109,6.7
2005,"Action, Crime, Thriller",Rh+,bad,90,2.7
2005,Romance,Elephant Shoes,good,80,6.6
2005,Action,Fink!,,102,3.6
2005,Drama,En folkefiende,okay,90,5.2
2005,"Comedy, Drama",Import-eksport,okay,90,5.5
2005,"Drama, Family",Het paard van Sinterklaas,good,95,7.0
2005,Drama,The F Word,good,85,6.5
2005,"Drama, Music, Romance",Keine Lieder über Liebe,good,98,6.5
2005,"Fantasy, Horror, Mystery","Let Us Go and Burn Her Body; Or, The Devil Done Let",bad,112,1.7
2005,"Drama, Romance",Sins,okay,138,4.3
2005,Drama,Stadt als Beute,okay,93,4.9
2005,"Crime, Drama",Alla luce del sole,good,89,7.1
2005,"Comedy, Drama, Romance",Bunty Aur Babli,good,170,6.2
2005,"Action, Comedy, Crime",Kochi Rajavu,okay,105,5.9
2005,"Drama, Family, War",Zozo,good,105,6.6
2005,Drama,Een ander zijn geluk,good,98,6.1
2005,"Biography, Drama, Musical",Camarón,good,119,6.1
2005,"Biography, Drama, Sport",Maraton,good,117,7.7
2005,"Drama, Romance",Oechul,good,105,6.7
2005,"Comedy, Drama",Pasongsong gyerantak,okay,120,5.8
2005,Horror,Redeu-ai,okay,96,4.8
2005,"Crime, Mystery, Thriller",Finger Print,okay,111,4.7
2005,Thriller,Ordinary Man,good,103,6.4
2005,"Comedy, Romance",American Fusion,okay,94,5.7
2005,"Comedy, Drama, Romance",Chicken Tikka Masala,okay,90,5.6
2005,"Comedy, Family, Fantasy",Es ist ein Elch entsprungen,okay,90,4.8
2005,"Drama, Romance",London,good,92,6.5
2005,"Action, Thriller",Lost in Plainview,okay,93,4.2
2005,"Drama, Horror, Thriller",Dominion: Prequel to the Exorcist,okay,117,5.2
2005,Drama,15 Park Avenue,good,116,7.1
2005,"Drama, Romance",Dosti: Friends Forever,okay,136,5.5
2005,"Musical, Drama, Romance",Lucky: No Time for Love,okay,180,4.7
2005,Comedy,Shaadi No. 1,,129,3.5
2005,"Drama, Romance",Zameer,bad,137,2.9
2005,"Action, Drama, Thriller",Purple Heart,okay,90,5.2
2005,Drama,"Dishab babato didam, Aida",okay,85,5.7
2005,Drama,Bang Bang Orangutang,okay,106,4.9
2005,"Drama, Horror",P,okay,110,5.1
2005,Drama,Ryna,good,94,7.0
2005,"Drama, Romance",Ayya,okay,159,5.7
2005,"Action, Comedy, Fantasy",Chandramukhi,good,166,7.0
2005,Thriller,Chehraa,,136,3.8
2005,"Action, Drama, Mystery",Ghajini,good,175,7.5
2005,Comedy,Ot 180 i vyshe,okay,104,5.5
2005,"Drama, Romance",Qing ren jie,good,113,6.8
2005,"Crime, Drama, Romance",Salad-e fasl,okay,90,5.2
2005,"Drama, Crime",Statskiy sovetnik,good,191,7.1
2005,Drama,24/7: The Passion of Life,okay,116,4.3
2005,"Comedy, Fantasy",GamerZ,okay,101,5.9
2005,Horror,Hostel,okay,94,5.9
2005,"Drama, Thriller",Love,good,90,6.5
2005,"Drama, Sci-Fi",Puzzlehead,okay,81,5.6
2005,"Drama, War",Gilane,good,80,6.8
2005,Drama,Italyanets,good,90,7.5
2005,Drama,Odete,okay,101,5.8
2005,"Comedy, Romance",Je vous trouve très beau,good,97,6.7
2005,"Comedy, Drama",15 días contigo,good,94,6.9
2005,"Musical, Drama",Boss'n Up,okay,88,4.7
2005,"Horror, Mystery",Chakushin ari 2,okay,105,5.4
2005,Drama,The Derby Stallion,okay,99,5.6
2005,Horror,Frankenstein vs. the Creature from Blood Cove,,90,3.9
2005,"Drama, Music",The Gospel,okay,105,4.9
2005,Comedy,A Halfway House Christmas,okay,50,4.1
2005,"Horror, Thriller",Insecticidal,,81,3.2
2005,"Crime, Drama, Thriller",Chinjeolhan geumjassi,good,115,7.6
2005,"Action, Fantasy, Horror",The Land of College Prophets,,83,3.3
2005,Drama,Mezon do Himiko,good,130,7.0
2005,Adventure,Moussaka & Chips,good,90,7.2
2005,Horror,Aunt Rose,,90,3.8
2005,"Comedy, Drama, Family",Pistvakt,okay,91,5.3
2005,"Horror, Mystery, Thriller",The Toybox,,81,3.8
2005,"Drama, Thriller",Tryst,okay,83,4.0
2005,"Drama, Horror, Mystery",Within,bad,95,2.8
2005,"Action, Crime, Drama",Apaharan,good,173,7.4
2005,Comedy,Bachke Rehna Re Baba,bad,130,2.7
2005,Drama,Camping sauvage,okay,79,5.4
2005,Drama,Hana to hebi 2: Pari/Shizuko,okay,118,5.7
2005,"Animation, Family, Fantasy",Imaginum,okay,82,4.6
2005,"Drama, Romance",Kyon Ki...,okay,160,5.5
2005,"Comedy, Drama, Romance",Maine Pyaar Kyun Kiya,okay,145,5.5
2005,"Drama, Mystery, Thriller",My Wife's Murder,good,103,6.2
2005,Comedy,Naisu no mori: The First Contact,good,150,6.8
2005,"Comedy, Drama, Musical",No Entry,good,158,6.6
2005,"Drama, History, War",Otoko-tachi no Yamato,good,145,6.5
2005,"Drama, Fantasy, Romance",Paheli,good,140,6.5
2005,"Romance, Comedy",Socha Na Tha,good,137,7.5
2005,"Action, Comedy, Horror",Tôkyô zonbi,okay,103,6.0
2005,"Drama, Music",El violín,good,98,7.7
2005,"Crime, Drama, Mystery",Zeher,okay,132,5.4
2005,"Comedy, Horror",Actress Apocalypse,okay,95,5.6
2005,Drama,Kocken,okay,116,5.7
2005,"Comedy, Drama",Die Viertelliterklasse,good,91,6.8
2005,"Comedy, Drama",Balkanska braca,okay,87,5.6
2005,"Crime, Drama",Ah sou,okay,90,4.6
2005,"Adventure, Comedy, Family",Cheaper by the Dozen 2,okay,94,5.5
2005,Horror,Jolly Roger: Massacre at Cutter's Cove,,80,3.2
2005,"Comedy, Drama",One Last Thing...,good,93,6.6
2005,"Action, Adventure, Horror",Pterodactyl,,89,3.1
2005,"Drama, Romance",Race You to the Bottom,okay,73,5.0
2005,Comedy,Never Been Thawed,okay,87,6.0
2005,"Comedy, Horror",Um Lobisomem na Amazônia,okay,76,4.2
2005,Comedy,La febbre,good,108,6.4
2005,"Family, Drama",Venner for livet,okay,89,5.8
2005,"Comedy, Drama, Romance",AV,good,103,6.8
2005,Romance,Athu Oru Kanaa Kaalam,okay,134,4.6
2005,"Comedy, Romance",B-hyeong namja chingu,okay,96,5.7
2005,"Comedy, Romance",Can This Be Love,okay,106,5.6
2005,"Drama, Romance",Dubai,okay,110,6.0
2005,"Comedy, Drama, Romance",Elsa y Fred,good,108,7.6
2005,Romance,Hau bei tim sum,good,93,6.5
2005,Comedy,"Jeni, Juno",good,108,6.4
2005,"Comedy, Drama, Romance",Kidari ajeossi,good,99,6.4
2005,Comedy,Mongjunggi 2,okay,101,4.7
2005,"Drama, Family, Romance",Priyasakhi,okay,157,4.6
2005,"Action, Drama, Mystery",Raam,good,154,7.8
2005,"Comedy, Drama, Romance",Sachein,good,145,6.9
2005,"Comedy, Romance, Sport",FC Venus,okay,107,5.6
2005,"Biography, Drama, War",Dievu miskas,good,120,7.8
2005,"Horror, Mystery, Thriller",Naboer,good,75,6.5
2005,"Action, Sci-Fi",Sengoku jieitai 1549,okay,119,5.1
2005,"Biography, Drama, Family",Valo,okay,84,5.4
2005,"Drama, Thriller, Crime",Among Brothers,okay,85,5.6
2005,"Action, Crime, Thriller",Home Invasion,,81,3.2
2005,"Horror, Thriller",Night Fangs,,98,3.6
2005,Drama,Night People,okay,90,5.4
2005,Horror,Scar,,92,3.3
2005,"Comedy, Drama",7 1/2 Phere: More Than a Wedding,okay,136,5.4
2005,"Comedy, Romance",Garam Masala,good,146,6.7
2005,"Drama, Sport",Iqbal,good,132,8.1
2005,"Comedy, Romance",Kuchh Meetha Ho Jaye,,125,3.4
2005,"Drama, Thriller",Yakeen,okay,116,5.1
2005,Drama,Fîmeiru,okay,118,5.8
2005,"Biography, Comedy, Drama",Maha'lai muang rae,good,111,8.1
2005,Comedy,Sakigake!! Kuromati Kôkô: The Movie,good,85,6.1
2005,Drama,Antarmahal: Views of the Inner Chamber,good,118,7.1
2005,"Crime, Drama, Mystery",Chocolate: Deep Dark Secrets,okay,160,4.8
2005,"Crime, Drama, Thriller",'D',good,107,6.8
2005,Drama,Maine Gandhi Ko Nahin Mara,good,100,7.4
2005,Drama,Banyu Biru,good,78,6.3
2005,"Horror, Thriller",Bloodshed,,82,3.2
2005,"Crime, Drama, Mystery",Bubble,good,73,6.6
2005,Comedy,Come as You Are,bad,84,2.7
2005,Drama,Liebes Spiel,good,86,6.1
2005,"Animation, Drama",Lost and Found,good,99,6.2
2005,"Adventure, Comedy, Romance",Night of the Dog,good,86,6.9
2005,"Drama, Musical, Romance",Ru guo · Ai,good,108,6.8
2005,"Comedy, Crime, Romance",Polly Blue Eyes,okay,101,5.9
2005,Comedy,Aislados,good,80,6.5
2005,Comedy,L'anniversaire,okay,100,5.1
2005,"Crime, Horror, Thriller",H6: Diario de un asesino,okay,92,4.5
2005,"Drama, Comedy, Action",Han cheng gong lüe,okay,95,5.6
2005,"Comedy, Horror",Gin gwai 10,okay,86,4.7
2005,"Animation, Adventure, Fami",Kirikou et les bêtes sauvages,good,75,6.6
2005,"Action, Crime",Saam cha hau,okay,101,5.9
2005,Comedy,29th and Gay,okay,84,5.0
2005,"Action, Thriller",Aaru,okay,168,5.6
2005,"Horror, Thriller",The Final Patient,okay,100,4.2
2005,Comedy,In za pûru,good,101,6.8
2005,Comedy,Kame wa igai to hayaku oyogu,good,90,6.6
2005,"Romance, Thriller",Kanaa Kanden,good,146,6.7
2005,Romance,Nuvvostanante Nenoddantana,good,165,7.7
2005,"Drama, Romance",Semishigure,good,131,7.1
2005,"Action, Drama",Sivakasi,okay,175,5.2
2005,"Comedy, Music",The American Ruling Class,good,88,6.9
2005,"Comedy, Romance",Conventioneers,okay,95,5.9
2005,"Horror, Thriller",Nightmare,okay,111,5.1
2005,Horror,Raving Maniacs,,80,3.8
2005,Mystery,The Sobbing Stone,bad,76,1.4
2005,Comedy,O Coronel e o Lobisomem,okay,106,5.9
2005,"Comedy, Romance",Densha otoko,good,105,6.6
2005,"Comedy, Drama",Moartea domnului Lãzãrescu,good,153,7.9
2005,"Comedy, Drama, Romance",Salaam Namaste,good,158,6.2
2005,"Crime, Drama, Romance",L'enfant,good,95,7.5
2005,"Drama, Romance",Hwal,good,90,7.2
2005,"Comedy, Mystery",Kyaa Kool Hai Hum,good,172,6.1
2005,Drama,Malas temporadas,good,115,6.3
2005,"Comedy, Fantasy",Mr Ya Miss,,136,3.6
2005,Thriller,Nazar,okay,138,4.1
2005,"Horror, Mystery",Rinne,good,96,6.2
2005,Drama,Qing hong,good,123,7.0
2005,"Comedy, Drama",Yume no naka e,good,103,6.4
2005,Romance,About Love,good,102,6.4
2005,Drama,Bashing,good,82,6.9
2005,Drama,Kamyu nante shiranai,good,115,6.9
2005,Drama,Cidade Baixa,good,98,6.6
2005,"Action, Drama",Dalkomhan insaeng,good,120,7.6
2005,Comedy,Fin de curso,okay,90,4.1
2005,Drama,Harrys döttrar,okay,106,5.9
2005,"Action, Comedy, Crime",Jambok-geunmu,good,111,6.3
2005,"Drama, Romance",Jo sok,good,107,6.6
2005,"Action, Drama, Sport",Jumeogi unda,good,134,7.3
2005,"Romance, Comedy",Mais Uma Vez Amor,okay,93,5.6
2005,"Action, Crime, Drama",Muzhskoy sezon. Barkhatnaya revolyutsiya,,117,3.2
2005,"Comedy, Drama, Romance",A Máquina,good,89,7.5
2005,Drama,Sal de Prata,okay,97,5.2
2005,"Crime, Mystery, Thriller",Shou shen,okay,92,5.0
2005,"Crime, Thriller, Drama",Um Tiro no Escuro,good,105,6.3
2005,Comedy,The Hole Story,okay,82,5.6
2005,"Action, Comedy, Drama",Jai Chiranjeeva,okay,174,5.8
2005,"Drama, Romance",Play,good,100,6.4
2005,"Comedy, Drama, Romance",The Reception,okay,80,5.8
2005,Comedy,Il ritorno del Monnezza,,93,3.7
2005,Drama,Sheng si jie,good,90,6.5
2005,"Action, Crime",Silent Partner,okay,96,4.6
2005,"Drama, Western",The Work and the Glory II: American Zion,good,100,6.6
2005,"Action, Drama, Thriller",Bôkoku no îjisu,okay,126,5.5
2005,"Comedy, Drama, Family",The Blue Umbrella,good,90,7.6
2005,"Action, Crime, Drama",Ek Ajnabee,okay,142,5.2
2005,"Comedy, Romance",Home Delivery: Aapko... Ghar Tak,,151,3.2
2005,Drama,Nishijapon,good,140,7.1
2005,Drama,Quanto Vale Ou É Por Quilo?,good,110,7.2
2005,"Drama, Thriller",Thambi,okay,138,6.0
2005,Romance,Ullam Ketkumae,good,156,7.1
2005,Drama,Soldier of God,okay,94,4.6
2005,Drama,Alice,good,102,7.4
2005,"Comedy, Drama",La vie avec mon père,good,105,6.6
2005,"Biography, Drama",Gie,good,147,7.6
2005,"Crime, Drama",The Great Ecstasy of Robert Carmichael,okay,96,4.8
2005,"Action, Crime, Drama",Pitbull,good,97,7.0
2005,Thriller,Thotti Jaya,okay,145,5.9
2005,"Drama, Romance",Zui hao de shi guang,good,132,7.0
2005,"Comedy, Drama, War",Kilomètre zéro,good,91,6.1
2005,"Action, Fantasy",Ashura-jô no hitomi,okay,119,5.9
2005,"Comedy, Drama, Romance",Lifting de corazón,okay,93,5.8
2005,"Mystery, Sci-Fi",Pervye na Lune,good,75,6.8
2005,Drama,Paréntesis,good,97,6.7
2005,"Adventure, Comedy, Fantasy",Athbhutha Dweepu,okay,127,5.3
2005,Drama,L'audition,good,111,7.0
2005,Drama,Eilandgasten,okay,100,5.8
2005,Comedy,Eminescu versus Eminem,good,80,6.7
2005,"Action, Drama",Fix Alert,good,95,6.4
2005,"Biography, Drama, Sport",Maurice Richard,good,124,7.6
2005,"Drama, Musical",Popsa,good,111,6.2
2005,"Comedy, Drama",Rappakal,good,137,7.1
2005,"Action, Drama, Family",Udayon,okay,180,4.3
2005,"Drama, Music, Romance",Blush,good,55,7.0
2005,"Comedy, Drama",Crash Test Dummies,good,93,6.4
2005,"Biography, Drama",The Eyes of Van Gogh,good,111,6.2
2005,"Horror, Sci-Fi, Thriller",Frankenstein Reborn,,84,3.2
2005,Drama,Kûchû teien,good,114,7.2
2005,Crime,Oktoberfest,good,120,6.1
2005,"Comedy, Romance",Opa!,okay,100,5.9
2005,"Comedy, Horror",Pervert!,okay,81,4.5
2005,"Adventure, Comedy, Drama",Les états-Unis d'Albert,okay,91,5.9
2005,"Crime, Drama, Romance",Cherm,good,100,7.2
2005,Comedy,Cose da pazzi,good,91,6.5
2005,"Comedy, Crime, Thriller",Ek Khiladi Ek Haseena,okay,143,5.8
2005,"Drama, Mystery, Thriller",Kal: Yesterday and Tomorrow,good,120,6.5
2005,Thriller,Il mistero di Lovecraft - Road to L.,okay,92,5.6
2005,Comedy,Hôrudo appu daun,good,96,6.6
2005,Drama,Yawarakai seikatsu,good,126,7.1
2005,Drama,Umoregi,good,93,6.6
2005,"Comedy, Drama",Whole New Thing,good,92,6.6
2005,Drama,Rose,good,93,7.0
2005,"Drama, Music, Sci-Fi",Eri Eri rema sabakutani,good,107,6.5
2005,Drama,Geuk jang jeon,good,89,6.9
2005,"Comedy, Drama",Lü cao di,good,102,6.6
2005,Drama,Unter dem Eis,good,92,6.8
2005,"Comedy, Drama, Romance",Unmei janai hito,good,98,7.7
2005,"Action, Drama",15,okay,95,5.7
2005,"Crime, Drama",7 vírgenes,good,86,6.3
2005,"Family, Musical",Bølle Bob og Smukke Sally,bad,72,2.6
2005,"Crime, Drama",The Magician,good,85,6.7
2005,Horror,The Beast of Bray Road,okay,80,4.1
2005,Drama,Bloodline,,88,3.3
2005,Drama,Buy It Now,okay,58,5.4
2005,Drama,Fair Game,bad,88,2.6
2005,"Comedy, Romance",Hula Gods,okay,83,5.8
2005,Comedy,Mr. Dungbeetle,okay,89,5.1
2005,"Horror, Thriller",Penny Dreadful,okay,91,5.9
2005,"Biography, Crime, Drama",The Last Hangman,good,90,7.4
2005,Drama,Song of Songs,okay,81,4.6
2005,"Action, Comedy, Crime",Tiempo de valientes,good,112,7.6
2005,Drama,Frankie,okay,88,5.9
2005,"Mystery, Thriller",Hyeol-eui-noo,good,119,6.7
2005,Drama,Na Verkhney Maslovke,good,115,7.0
2005,"Horror, Mystery, Thriller",Namgeuk-ilgi,okay,115,6.0
2005,"Comedy, Drama, Thriller",Stories of Lost Souls,okay,90,5.5
2005,"Crime, Drama, Romance",Yeladim Tovim,okay,75,5.6
2005,Drama,Southbounders,good,86,6.4
2005,Drama,La mujer de mi hermano,good,89,6.1
2005,"Action, Thriller",Bharathchandran I.P.S,okay,120,5.6
2005,"Action, Thriller",Naran,good,150,7.1
2005,"Mystery, Thriller",Nerariyan CBI,okay,146,5.8
2005,"Drama, Romance",Be with Me,good,93,7.0
2005,"Action, Drama",Confessions of a Pit Fighter,okay,95,4.2
2005,Drama,Le filmeur,good,97,6.9
2005,"Action, Drama, Sport",Harder They Fall,,103,3.2
2005,Comedy,Le cactus,okay,94,5.4
2005,Drama,Man Push Cart,good,87,7.0
2005,"Comedy, Drama",Bednye rodstvenniki,good,103,6.2
2005,"Comedy, Drama, Music",Daenseo-ui sunjeong,good,110,6.9
2005,"Comedy, Drama",Gan-keun gajok,okay,102,5.9
2005,Drama,Kosmos kak predchuvstvie,good,90,6.8
2005,Drama,Taepungtaeyang,okay,107,5.8
2005,"Comedy, Romance",Yeonae-sulsa,good,106,6.2
2005,"Comedy, Romance",Yeonae-ui mokjeok,good,121,6.4
2005,Drama,Bunker paradise,okay,109,5.8
2005,Drama,Amatemi,okay,84,5.9
2005,"Drama, Horror",Dark Places,,77,3.3
2005,Horror,Hallowed,bad,80,2.9
2005,"Drama, Family",Hoshi ni natta shônen,good,113,6.7
2005,"Crime, Drama, Thriller",Omiros,good,105,6.1
2005,"Crime, Drama, Romance",Taga tameni,good,97,7.0
2005,"Drama, Fantasy",Time of Her Life,,93,3.1
2005,"Comedy, Drama, Romance","What's Up, Scarlet?",okay,84,5.9
2005,Thriller,Gimî hebun,okay,122,5.7
2005,"Comedy, Drama",Grenzverkehr,good,90,6.4
2005,"Comedy, Drama, Sci-Fi",Pyl,good,107,7.2
2005,Comedy,Weltverbesserungsmaßnahmen,okay,91,5.8
2005,War,Vremya sobirat kamni,good,110,6.6
2005,Comedy,Fekete kefe,okay,83,6.0
2005,"Drama, Sci-Fi",Hinokio,good,111,6.5
2005,Drama,L'orizzonte degli eventi,okay,115,5.9
2005,Drama,Sex hopp & kärlek,okay,93,5.0
2005,"Animation, Comedy, Drama",Gekijôban XXXHolic Manatsu no yoru no yume,good,60,7.1
2005,"Comedy, Romance",Zakochany aniol,okay,95,5.7
2005,"Comedy, Drama, Romance",Almost Normal,okay,90,5.4
2005,"Comedy, Crime, Drama",Arindhum Ariyamalum,good,132,7.2
2005,Drama,The Perfect Stranger,good,90,6.7
2005,"Comedy, Thriller",Hill 16,okay,125,4.9
2005,Action,Kôshônin: Mashita Masayoshi,good,127,6.1
2005,"Drama, Horror",Zhai bian,okay,97,5.2
2005,"Action, Adventure, Drama",Khoht phetchakhaat,okay,87,4.4
2005,Horror,Shiryôha,okay,77,4.4
2005,Drama,Bathhouse,okay,107,5.1
2005,"Drama, Fantasy, Mystery",Buitenspel,okay,90,5.8
2005,Comedy,Bowser Makes a Movie,,90,3.8
2005,Horror,Crippled Creek,bad,89,2.6
2005,Thriller,Experiment,okay,95,5.3
2005,"Crime, Thriller",Hit Me,okay,80,4.8
2005,"Action, Western",Ride or Die,bad,75,1.7
2005,"Crime, Drama",Tsotsi,good,94,7.2
2005,Drama,Aozora no yukue,good,102,6.4
2005,"Horror, Thriller",Bunhongsin,okay,103,5.8
2005,Drama,Daiteiden no yoru ni,good,132,6.8
2005,Drama,Eize Makom Nifla,good,104,7.0
2005,"Comedy, Drama",Festival,okay,107,6.0
2005,"Drama, History, Romance",Haru no yuki,good,150,6.7
2005,"Crime, Thriller",Hasami otoko,good,124,6.6
2005,Comedy,Jeuk sing,okay,137,5.8
